NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
3,Unidade da Federação,45,Pessoas,138409,23,Ceará,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,97147,23,Ceará,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,41262,23,Ceará,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,8761,23,Ceará,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,5313,23,Ceará,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,3448,23,Ceará,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,9449,23,Ceará,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,5960,23,Ceará,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,3489,23,Ceará,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,1249544,24,Rio Grande do Norte,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,879884,24,Rio Grande do Norte,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,369660,24,Rio Grande do Norte,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,1309116,24,Rio Grande do Norte,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,963602,24,Rio Grande do Norte,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,345514,24,Rio Grande do Norte,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,139484,24,Rio Grande do Norte,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,95977,24,Rio Grande do Norte,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,43507,24,Rio Grande do Norte,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,135250,24,Rio Grande do Norte,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,93265,24,Rio Grande do Norte,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,41985,24,Rio Grande do Norte,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,147384,24,Rio Grande do Norte,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,100835,24,Rio Grande do Norte,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,46549,24,Rio Grande do Norte,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,143908,24,Rio Grande do Norte,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,99514,24,Rio Grande do Norte,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,44394,24,Rio Grande do Norte,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,153209,24,Rio Grande do Norte,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,105087,24,Rio Grande do Norte,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,48122,24,Rio Grande do Norte,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,152321,24,Rio Grande do Norte,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,107152,24,Rio Grande do Norte,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,45169,24,Rio Grande do Norte,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,138995,24,Rio Grande do Norte,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,96751,24,Rio Grande do Norte,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,42244,24,Rio Grande do Norte,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,140562,24,Rio Grande do Norte,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,103563,24,Rio Grande do Norte,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,36999,24,Rio Grande do Norte,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,114018,24,Rio Grande do Norte,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,80568,24,Rio Grande do Norte,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,33450,24,Rio Grande do Norte,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,118009,24,Rio Grande do Norte,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,88798,24,Rio Grande do Norte,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,29211,24,Rio Grande do Norte,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,99722,24,Rio Grande do Norte,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,73003,24,Rio Grande do Norte,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,26719,24,Rio Grande do Norte,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,105909,24,Rio Grande do Norte,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,81647,24,Rio Grande do Norte,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,24262,24,Rio Grande do Norte,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,93059,24,Rio Grande do Norte,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,68982,24,Rio Grande do Norte,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,24077,24,Rio Grande do Norte,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,100850,24,Rio Grande do Norte,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,78455,24,Rio Grande do Norte,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,22395,24,Rio Grande do Norte,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,74212,24,Rio Grande do Norte,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,55532,24,Rio Grande do Norte,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,18680,24,Rio Grande do Norte,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,81210,24,Rio Grande do Norte,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,63152,24,Rio Grande do Norte,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,18058,24,Rio Grande do Norte,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,57766,24,Rio Grande do Norte,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,42799,24,Rio Grande do Norte,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,14967,24,Rio Grande do Norte,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,65089,24,Rio Grande do Norte,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,50060,24,Rio Grande do Norte,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,15029,24,Rio Grande do Norte,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,51900,24,Rio Grande do Norte,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,37178,24,Rio Grande do Norte,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,14722,24,Rio Grande do Norte,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,59043,24,Rio Grande do Norte,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,44563,24,Rio Grande do Norte,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,14480,24,Rio Grande do Norte,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,40450,24,Rio Grande do Norte,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,28480,24,Rio Grande do Norte,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,11970,24,Rio Grande do Norte,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,45968,24,Rio Grande do Norte,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,34011,24,Rio Grande do Norte,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,11957,24,Rio Grande do Norte,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,34272,24,Rio Grande do Norte,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,23364,24,Rio Grande do Norte,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,10908,24,Rio Grande do Norte,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,41301,24,Rio Grande do Norte,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,30116,24,Rio Grande do Norte,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,11185,24,Rio Grande do Norte,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,26505,24,Rio Grande do Norte,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,17919,24,Rio Grande do Norte,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,8586,24,Rio Grande do Norte,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,31893,24,Rio Grande do Norte,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,23618,24,Rio Grande do Norte,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,8275,24,Rio Grande do Norte,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,23762,24,Rio Grande do Norte,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,16153,24,Rio Grande do Norte,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,7609,24,Rio Grande do Norte,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,28048,24,Rio Grande do Norte,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,21063,24,Rio Grande do Norte,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,6985,24,Rio Grande do Norte,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,51606,24,Rio Grande do Norte,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,35268,24,Rio Grande do Norte,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,16338,24,Rio Grande do Norte,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,56418,24,Rio Grande do Norte,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,42383,24,Rio Grande do Norte,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,14035,24,Rio Grande do Norte,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,3200,24,Rio Grande do Norte,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,1988,24,Rio Grande do Norte,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,1212,24,Rio Grande do Norte,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,3337,24,Rio Grande do Norte,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,2242,24,Rio Grande do Norte,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1095,24,Rio Grande do Norte,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,1599386,25,Paraíba,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,1070649,25,Paraíba,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,528737,25,Paraíba,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,1706230,25,Paraíba,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,1191337,25,Paraíba,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,514893,25,Paraíba,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,176592,25,Paraíba,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,115313,25,Paraíba,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,61279,25,Paraíba,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,172019,25,Paraíba,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,112202,25,Paraíba,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,59817,25,Paraíba,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,190108,25,Paraíba,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,122234,25,Paraíba,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,67874,25,Paraíba,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,186633,25,Paraíba,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,120541,25,Paraíba,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,66092,25,Paraíba,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,203639,25,Paraíba,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,131544,25,Paraíba,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,72095,25,Paraíba,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,201108,25,Paraíba,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,132695,25,Paraíba,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,68413,25,Paraíba,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,187198,25,Paraíba,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,122470,25,Paraíba,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,64728,25,Paraíba,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,187625,25,Paraíba,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,129772,25,Paraíba,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,57853,25,Paraíba,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,142571,25,Paraíba,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,97828,25,Paraíba,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
